"cdrRecordType","globalCallID_callManagerId","globalCallID_callId","origLegCallIdentifier","dateTimeOrigination","origNodeId","origSpan","origIpAddr","callingPartyNumber","callingPartyUnicodeLoginUserID","origCause_location","origCause_value","origPrecedenceLevel","origMediaTransportAddress_IP","origMediaTransportAddress_Port","origMediaCap_payloadCapability","origMediaCap_maxFramesPerPacket","origMediaCap_g723BitRate","origVideoCap_Codec","origVideoCap_Bandwidth","origVideoCap_Resolution","origVideoTransportAddress_IP","origVideoTransportAddress_Port","origRSVPAudioStat","origRSVPVideoStat","destLegIdentifier","destNodeId","destSpan","destIpAddr","originalCalledPartyNumber","finalCalledPartyNumber","finalCalledPartyUnicodeLoginUserID","destCause_location","destCause_value","destPrecedenceLevel","destMediaTransportAddress_IP","destMediaTransportAddress_Port","destMediaCap_payloadCapability","destMediaCap_maxFramesPerPacket","destMediaCap_g723BitRate","destVideoCap_Codec","destVideoCap_Bandwidth","destVideoCap_Resolution","destVideoTransportAddress_IP","destVideoTransportAddress_Port","destRSVPAudioStat","destRSVPVideoStat","dateTimeConnect","dateTimeDisconnect","lastRedirectDn","pkid","originalCalledPartyNumberPartition","callingPartyNumberPartition","finalCalledPartyNumberPartition","lastRedirectDnPartition","duration","origDeviceName","destDeviceName","origCallTerminationOnBehalfOf","destCallTerminationOnBehalfOf","origCalledPartyRedirectOnBehalfOf","lastRedirectRedirectOnBehalfOf","origCalledPartyRedirectReason","lastRedirectRedirectReason","destConversationId","globalCallId_ClusterID","joinOnBehalfOf","comment","authCodeDescription","authorizationLevel","clientMatterCode","origDTMFMethod","destDTMFMethod","callSecuredStatus","origConversationId","origMediaCap_Bandwidth","destMediaCap_Bandwidth","authorizationCodeValue","outpulsedCallingPartyNumber","outpulsedCalledPartyNumber","origIpv4v6Addr","destIpv4v6Addr","origVideoCap_Codec_Channel2","origVideoCap_Bandwidth_Channel2","origVideoCap_Resolution_Channel2","origVideoTransportAddress_IP_Channel2","origVideoTransportAddress_Port_Channel2","origVideoChannel_Role_Channel2","destVideoCap_Codec_Channel2","destVideoCap_Bandwidth_Channel2","destVideoCap_Resolution_Channel2","destVideoTransportAddress_IP_Channel2","destVideoTransportAddress_Port_Channel2","destVideoChannel_Role_Channel2","IncomingProtocolID","IncomingProtocolCallRef","OutgoingProtocolID","OutgoingProtocolCallRef","currentRoutingReason","origRoutingReason","lastRedirectingRoutingReason","huntPilotPartition","huntPilotDN","calledPartyPatternUsage","IncomingICID","IncomingOrigIOI","IncomingTermIOI","OutgoingICID","OutgoingOrigIOI","OutgoingTermIOI","outpulsedOriginalCalledPartyNumber","outpulsedLastRedirectingNumber","wasCallQueued","totalWaitTimeInQueue","callingPartyNumber_uri","originalCalledPartyNumber_uri","finalCalledPartyNumber_uri","lastRedirectDn_uri"
INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,VARCHAR(50),VARCHAR(128),INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,VARCHAR(64),VARCHAR(64),INTEGER,INTEGER,INTEGER,INTEGER,VARCHAR(50),VARCHAR(50),VARCHAR(128),INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,VARCHAR(64),VARCHAR(64),INTEGER,INTEGER,VARCHAR(50),UNIQUEIDENTIFIER,VARCHAR(50),VARCHAR(50),VARCHAR(50),VARCHAR(50),INTEGER,VARCHAR(129),VARCHAR(129),INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,VARCHAR(50),INTEGER,VARCHAR(2048),VARCHAR(50),INTEGER,VARCHAR(32),INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,VARCHAR(32),VARCHAR(50),VARCHAR(50),VARCHAR(64),VARCHAR(64),INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,VARCHAR(32),INTEGER,VARCHAR(32),INTEGER,INTEGER,INTEGER,VARCHAR(50),VARCHAR(50),INTEGER,VARCHAR(50),VARCHAR(50),VARCHAR(50),VARCHAR(50),VARCHAR(50),VARCHAR(50),VARCHAR(50),VARCHAR(50),INTEGER,INTEGER,VARCHAR(255),VARCHAR(255),VARCHAR(255),VARCHAR(255)
1,1,1954996,26686853,1546311019,1,26686853,17756682,"610001","",0,1,4,0,0,0,0,0,0,0,0,0,0,"0","0",26686854,0,0,0,"7947","7947","",0,0,4,0,0,0,0,0,0,0,0,0,0,"0","0",0,1546311019,"7947","57c33861-0638-40e5-bfcd-a096db41257c","","","","",0,"10.242.14.1","",13,0,0,0,0,0,0,"StandAloneCluster",0,"","",0,"",1,0,0,0,0,0,"","","","::","",0,0,0,0,0,0,0,0,0,0,0,0,2,"CF55AA4B0CA611E98276D77019D8591D",0,"",0,0,0,"","",2,"","","","","","","","",0,0,"","","",""
1,1,1954997,26686856,1546311043,1,26686856,17756682,"610001","",0,1,4,0,0,0,0,0,0,0,0,0,0,"0","0",26686857,0,0,0,"7947","7947","",0,0,4,0,0,0,0,0,0,0,0,0,0,"0","0",0,1546311043,"7947","a777fe79-5ef4-4fb2-b4b2-cd4b7cfd30b9","","","","",0,"10.242.14.1","",13,0,0,0,0,0,0,"StandAloneCluster",0,"","",0,"",1,0,0,0,0,0,"","","","::","",0,0,0,0,0,0,0,0,0,0,0,0,2,"DD4EE8190CA611E982ADD77019D8591D",0,"",0,0,0,"","",2,"","","","","","","","",0,0,"","","",""
1,1,1954998,26686859,1546311068,1,26686859,17756682,"610001","",0,1,4,0,0,0,0,0,0,0,0,0,0,"0","0",26686860,0,0,0,"7947","7947","",0,0,4,0,0,0,0,0,0,0,0,0,0,"0","0",0,1546311068,"7947","fc55647a-f9c4-477b-9d86-b84a138f90de","","","","",0,"10.242.14.1","",13,0,0,0,0,0,0,"StandAloneCluster",0,"","",0,"",1,0,0,0,0,0,"","","","::","",0,0,0,0,0,0,0,0,0,0,0,0,2,"EB902BE10CA611E982FED77019D8591D",0,"",0,0,0,"","",2,"","","","","","","","",0,0,"","","",""
1,1,1954999,26686862,1546311085,1,26686862,17756682,"610001","",0,1,4,0,0,0,0,0,0,0,0,0,0,"0","0",26686863,0,0,0,"7947","7947","",0,0,4,0,0,0,0,0,0,0,0,0,0,"0","0",0,1546311085,"7947","3a804fac-79dd-49f4-9cfd-fba1807d1f71","","","","",0,"10.242.14.1","",13,0,0,0,0,0,0,"StandAloneCluster",0,"","",0,"",1,0,0,0,0,0,"","","","::","",0,0,0,0,0,0,0,0,0,0,0,0,2,"F6B58BC10CA611E98354D77019D8591D",0,"",0,0,0,"","",2,"","","","","","","","",0,0,"","","",""
1,1,1955000,26686865,1546311109,1,26686865,17756682,"610001","",0,1,4,0,0,0,0,0,0,0,0,0,0,"0","0",26686866,0,0,0,"7947","7947","",0,0,4,0,0,0,0,0,0,0,0,0,0,"0","0",0,1546311109,"7947","1e9b50a2-864f-4f00-b3c8-fc5a5c35dd59","","","","",0,"10.242.14.1","",13,0,0,0,0,0,0,"StandAloneCluster",0,"","",0,"",1,0,0,0,0,0,"","","","::","",0,0,0,0,0,0,0,0,0,0,0,0,2,"051CA6930CA711E9839BD77019D8591D",0,"",0,0,0,"","",2,"","","","","","","","",0,0,"","","",""
1,1,1955001,26686868,1546311133,1,26686868,17756682,"610001","",0,1,4,0,0,0,0,0,0,0,0,0,0,"0","0",26686869,0,0,0,"7947","7947","",0,0,4,0,0,0,0,0,0,0,0,0,0,"0","0",0,1546311133,"7947","823a11d5-36b7-4b9f-bcb5-f904012dc8c1","","","","",0,"10.242.14.1","",13,0,0,0,0,0,0,"StandAloneCluster",0,"","",0,"",1,0,0,0,0,0,"","","","::","",0,0,0,0,0,0,0,0,0,0,0,0,2,"132798B80CA711E983E6D77019D8591D",0,"",0,0,0,"","",2,"","","","","","","","",0,0,"","","",""
1,1,1955002,26686871,1546311155,1,26686871,17756682,"610001","",0,1,4,0,0,0,0,0,0,0,0,0,0,"0","0",26686872,0,0,0,"7947","7947","",0,0,4,0,0,0,0,0,0,0,0,0,0,"0","0",0,1546311155,"7947","a530d179-850c-48b0-a909-8f0eafe62d81","","","","",0,"10.242.14.1","",13,0,0,0,0,0,0,"StandAloneCluster",0,"","",0,"",1,0,0,0,0,0,"","","","::","",0,0,0,0,0,0,0,0,0,0,0,0,2,"202119520CA711E98437D77019D8591D",0,"",0,0,0,"","",2,"","","","","","","","",0,0,"","","",""
1,1,1955003,26686874,1546311177,1,26686874,17756682,"610001","",0,1,4,0,0,0,0,0,0,0,0,0,0,"0","0",26686875,0,0,0,"7947","7947","",0,0,4,0,0,0,0,0,0,0,0,0,0,"0","0",0,1546311177,"7947","447abdfb-f820-4aa3-a656-f82db8584aae","","","","",0,"10.242.14.1","",13,0,0,0,0,0,0,"StandAloneCluster",0,"","",0,"",1,0,0,0,0,0,"","","","::","",0,0,0,0,0,0,0,0,0,0,0,0,2,"2D2634190CA711E98474D77019D8591D",0,"",0,0,0,"","",2,"","","","","","","","",0,0,"","","",""
1,1,1955004,26686877,1546311197,1,26686877,17756682,"610001","",0,1,4,0,0,0,0,0,0,0,0,0,0,"0","0",26686878,0,0,0,"7947","7947","",0,0,4,0,0,0,0,0,0,0,0,0,0,"0","0",0,1546311197,"7947","89d9df5a-68a1-4ba9-9315-3e7593ee5523","","","","",0,"10.242.14.1","",13,0,0,0,0,0,0,"StandAloneCluster",0,"","",0,"",1,0,0,0,0,0,"","","","::","",0,0,0,0,0,0,0,0,0,0,0,0,2,"394C897D0CA711E984B5D77019D8591D",0,"",0,0,0,"","",2,"","","","","","","","",0,0,"","","",""
