"cdrRecordType","globalCallID_callManagerId","globalCallID_callId","origLegCallIdentifier","dateTimeOrigination","origNodeId","origSpan","origIpAddr","callingPartyNumber","callingPartyUnicodeLoginUserID","origCause_location","origCause_value","origPrecedenceLevel","origMediaTransportAddress_IP","origMediaTransportAddress_Port","origMediaCap_payloadCapability","origMediaCap_maxFramesPerPacket","origMediaCap_g723BitRate","origVideoCap_Codec","origVideoCap_Bandwidth","origVideoCap_Resolution","origVideoTransportAddress_IP","origVideoTransportAddress_Port","origRSVPAudioStat","origRSVPVideoStat","destLegIdentifier","destNodeId","destSpan","destIpAddr","originalCalledPartyNumber","finalCalledPartyNumber","finalCalledPartyUnicodeLoginUserID","destCause_location","destCause_value","destPrecedenceLevel","destMediaTransportAddress_IP","destMediaTransportAddress_Port","destMediaCap_payloadCapability","destMediaCap_maxFramesPerPacket","destMediaCap_g723BitRate","destVideoCap_Codec","destVideoCap_Bandwidth","destVideoCap_Resolution","destVideoTransportAddress_IP","destVideoTransportAddress_Port","destRSVPAudioStat","destRSVPVideoStat","dateTimeConnect","dateTimeDisconnect","lastRedirectDn","pkid","originalCalledPartyNumberPartition","callingPartyNumberPartition","finalCalledPartyNumberPartition","lastRedirectDnPartition","duration","origDeviceName","destDeviceName","origCallTerminationOnBehalfOf","destCallTerminationOnBehalfOf","origCalledPartyRedirectOnBehalfOf","lastRedirectRedirectOnBehalfOf","origCalledPartyRedirectReason","lastRedirectRedirectReason","destConversationId","globalCallId_ClusterID","joinOnBehalfOf","comment","authCodeDescription","authorizationLevel","clientMatterCode","origDTMFMethod","destDTMFMethod","callSecuredStatus","origConversationId","origMediaCap_Bandwidth","destMediaCap_Bandwidth","authorizationCodeValue","outpulsedCallingPartyNumber","outpulsedCalledPartyNumber","origIpv4v6Addr","destIpv4v6Addr","origVideoCap_Codec_Channel2","origVideoCap_Bandwidth_Channel2","origVideoCap_Resolution_Channel2","origVideoTransportAddress_IP_Channel2","origVideoTransportAddress_Port_Channel2","origVideoChannel_Role_Channel2","destVideoCap_Codec_Channel2","destVideoCap_Bandwidth_Channel2","destVideoCap_Resolution_Channel2","destVideoTransportAddress_IP_Channel2","destVideoTransportAddress_Port_Channel2","destVideoChannel_Role_Channel2","IncomingProtocolID","IncomingProtocolCallRef","OutgoingProtocolID","OutgoingProtocolCallRef","currentRoutingReason","origRoutingReason","lastRedirectingRoutingReason","huntPilotPartition","huntPilotDN","calledPartyPatternUsage","IncomingICID","IncomingOrigIOI","IncomingTermIOI","OutgoingICID","OutgoingOrigIOI","OutgoingTermIOI","outpulsedOriginalCalledPartyNumber","outpulsedLastRedirectingNumber","wasCallQueued","totalWaitTimeInQueue","callingPartyNumber_uri","originalCalledPartyNumber_uri","finalCalledPartyNumber_uri","lastRedirectDn_uri"
INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,VARCHAR(50),VARCHAR(128),INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,VARCHAR(64),VARCHAR(64),INTEGER,INTEGER,INTEGER,INTEGER,VARCHAR(50),VARCHAR(50),VARCHAR(128),INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,VARCHAR(64),VARCHAR(64),INTEGER,INTEGER,VARCHAR(50),UNIQUEIDENTIFIER,VARCHAR(50),VARCHAR(50),VARCHAR(50),VARCHAR(50),INTEGER,VARCHAR(129),VARCHAR(129),INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,VARCHAR(50),INTEGER,VARCHAR(2048),VARCHAR(50),INTEGER,VARCHAR(32),INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,VARCHAR(32),VARCHAR(50),VARCHAR(50),VARCHAR(64),VARCHAR(64),INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,VARCHAR(32),INTEGER,VARCHAR(32),INTEGER,INTEGER,INTEGER,VARCHAR(50),VARCHAR(50),INTEGER,VARCHAR(50),VARCHAR(50),VARCHAR(50),VARCHAR(50),VARCHAR(50),VARCHAR(50),VARCHAR(50),VARCHAR(50),INTEGER,INTEGER,VARCHAR(255),VARCHAR(255),VARCHAR(255),VARCHAR(255)
1,1,1955054,26686993,1546325716,1,0,1675948042,"2510","",0,0,4,1675948042,23500,4,20,0,0,0,0,0,0,"0","0",26686994,1,0,1642393610,"2518","2518","",0,16,4,1642393610,21152,4,20,0,0,0,0,0,0,"0","0",1546325721,1546325917,"2518","af485eb4-61f6-422c-9ba0-eb90d5e7597b","Internal_PT","Internal_PT","Internal_PT","Internal_PT",196,"SEP689CE2E71A7F","SEP204C9ED63A4E",0,12,0,0,0,0,0,"StandAloneCluster",0,"","",0,"",3,3,0,0,64,64,"","","","10.240.228.99","10.240.228.97",0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0,0,0,"","",2,"","","","","","","","",0,0,"","","",""
1,1,1955058,26687001,1546326802,1,0,1642393610,"2518","",0,16,4,1642393610,31474,4,20,0,0,0,0,0,0,"0","0",26687002,1,0,1961160714,"2513","2513","",0,0,4,1961160714,22684,4,20,0,0,0,0,0,0,"0","0",1546326808,1546326850,"2513","1cceb87f-4a3e-46e0-8191-598f5b001ddb","Internal_PT","Internal_PT","Internal_PT","Internal_PT",42,"SEP204C9ED63A4E","SEP689CE2E691C2",12,0,0,0,0,0,0,"StandAloneCluster",0,"","",0,"",3,3,0,0,64,64,"","","","10.240.228.97","10.240.228.116",0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0,0,0,"","",2,"","","","","","","","",0,0,"","","",""
1,1,1955060,26687005,1546327394,1,26687005,17756682,"610001","",0,1,4,0,0,0,0,0,0,0,0,0,0,"0","0",26687006,0,0,0,"0952","0952","",0,0,4,0,0,0,0,0,0,0,0,0,0,"0","0",0,1546327394,"0952","012cfcfe-a10b-4dfd-8435-4d1022a68a2c","","","","",0,"10.242.14.1","",13,0,0,0,0,0,0,"StandAloneCluster",0,"","",0,"",1,0,0,0,0,0,"","","","::","",0,0,0,0,0,0,0,0,0,0,0,0,2,"EF9601A50CCC11E9908DD77019D8591D",0,"",0,0,0,"","",2,"","","","","","","","",0,0,"","","",""
1,1,1955061,26687008,1546327410,1,26687008,17756682,"610001","",0,1,4,0,0,0,0,0,0,0,0,0,0,"0","0",26687009,0,0,0,"0952","0952","",0,0,4,0,0,0,0,0,0,0,0,0,0,"0","0",0,1546327410,"0952","009abbb1-01e7-42a0-9638-4175aad9156d","","","","",0,"10.242.14.1","",13,0,0,0,0,0,0,"StandAloneCluster",0,"","",0,"",1,0,0,0,0,0,"","","","::","",0,0,0,0,0,0,0,0,0,0,0,0,2,"F94F9BC30CCC11E990C0D77019D8591D",0,"",0,0,0,"","",2,"","","","","","","","",0,0,"","","",""
1,1,1955062,26687011,1546327431,1,26687011,17756682,"610001","",0,1,4,0,0,0,0,0,0,0,0,0,0,"0","0",26687012,0,0,0,"0952","0952","",0,0,4,0,0,0,0,0,0,0,0,0,0,"0","0",0,1546327431,"0952","9cffef77-3ca8-412b-a847-71dd51d25ca0","","","","",0,"10.242.14.1","",13,0,0,0,0,0,0,"StandAloneCluster",0,"","",0,"",1,0,0,0,0,0,"","","","::","",0,0,0,0,0,0,0,0,0,0,0,0,2,"059ED5920CCD11E99107D77019D8591D",0,"",0,0,0,"","",2,"","","","","","","","",0,0,"","","",""
1,1,1955064,26687016,1546327448,1,26687016,17756682,"610001","",0,1,4,0,0,0,0,0,0,0,0,0,0,"0","0",26687017,0,0,0,"0952","0952","",0,0,4,0,0,0,0,0,0,0,0,0,0,"0","0",0,1546327448,"0952","841384fd-dbc5-4a58-ad17-dfc0e75fe1c5","","","","",0,"10.242.14.1","",13,0,0,0,0,0,0,"StandAloneCluster",0,"","",0,"",1,0,0,0,0,0,"","","","::","",0,0,0,0,0,0,0,0,0,0,0,0,2,"0FA1126B0CCD11E99143D77019D8591D",0,"",0,0,0,"","",2,"","","","","","","","",0,0,"","","",""
1,1,1955065,26687019,1546327466,1,26687019,17756682,"610001","",0,1,4,0,0,0,0,0,0,0,0,0,0,"0","0",26687020,0,0,0,"0952","0952","",0,0,4,0,0,0,0,0,0,0,0,0,0,"0","0",0,1546327466,"0952","177c8028-5a9b-4966-85af-1e96a3c21cce","","","","",0,"10.242.14.1","",13,0,0,0,0,0,0,"StandAloneCluster",0,"","",0,"",1,0,0,0,0,0,"","","","::","",0,0,0,0,0,0,0,0,0,0,0,0,2,"1A66027F0CCD11E99180D77019D8591D",0,"",0,0,0,"","",2,"","","","","","","","",0,0,"","","",""
1,1,1955066,26687022,1546327481,1,26687022,17756682,"610001","",0,1,4,0,0,0,0,0,0,0,0,0,0,"0","0",26687023,0,0,0,"0952","0952","",0,0,4,0,0,0,0,0,0,0,0,0,0,"0","0",0,1546327481,"0952","30f1b729-95f7-4f7f-bb48-262fda40b099","","","","",0,"10.242.14.1","",13,0,0,0,0,0,0,"StandAloneCluster",0,"","",0,"",1,0,0,0,0,0,"","","","::","",0,0,0,0,0,0,0,0,0,0,0,0,2,"2375EFF50CCD11E991B8D77019D8591D",0,"",0,0,0,"","",2,"","","","","","","","",0,0,"","","",""
1,1,1955067,26687025,1546327498,1,26687025,17756682,"610001","",0,1,4,0,0,0,0,0,0,0,0,0,0,"0","0",26687026,0,0,0,"0952","0952","",0,0,4,0,0,0,0,0,0,0,0,0,0,"0","0",0,1546327498,"0952","7e283a0d-613c-4cdf-9f3b-45256f50a7dd","","","","",0,"10.242.14.1","",13,0,0,0,0,0,0,"StandAloneCluster",0,"","",0,"",1,0,0,0,0,0,"","","","::","",0,0,0,0,0,0,0,0,0,0,0,0,2,"2D7790A50CCD11E991F5D77019D8591D",0,"",0,0,0,"","",2,"","","","","","","","",0,0,"","","",""
