"cdrRecordType","globalCallID_callManagerId","globalCallID_callId","origLegCallIdentifier","dateTimeOrigination","origNodeId","origSpan","origIpAddr","callingPartyNumber","callingPartyUnicodeLoginUserID","origCause_location","origCause_value","origPrecedenceLevel","origMediaTransportAddress_IP","origMediaTransportAddress_Port","origMediaCap_payloadCapability","origMediaCap_maxFramesPerPacket","origMediaCap_g723BitRate","origVideoCap_Codec","origVideoCap_Bandwidth","origVideoCap_Resolution","origVideoTransportAddress_IP","origVideoTransportAddress_Port","origRSVPAudioStat","origRSVPVideoStat","destLegIdentifier","destNodeId","destSpan","destIpAddr","originalCalledPartyNumber","finalCalledPartyNumber","finalCalledPartyUnicodeLoginUserID","destCause_location","destCause_value","destPrecedenceLevel","destMediaTransportAddress_IP","destMediaTransportAddress_Port","destMediaCap_payloadCapability","destMediaCap_maxFramesPerPacket","destMediaCap_g723BitRate","destVideoCap_Codec","destVideoCap_Bandwidth","destVideoCap_Resolution","destVideoTransportAddress_IP","destVideoTransportAddress_Port","destRSVPAudioStat","destRSVPVideoStat","dateTimeConnect","dateTimeDisconnect","lastRedirectDn","pkid","originalCalledPartyNumberPartition","callingPartyNumberPartition","finalCalledPartyNumberPartition","lastRedirectDnPartition","duration","origDeviceName","destDeviceName","origCallTerminationOnBehalfOf","destCallTerminationOnBehalfOf","origCalledPartyRedirectOnBehalfOf","lastRedirectRedirectOnBehalfOf","origCalledPartyRedirectReason","lastRedirectRedirectReason","destConversationId","globalCallId_ClusterID","joinOnBehalfOf","comment","authCodeDescription","authorizationLevel","clientMatterCode","origDTMFMethod","destDTMFMethod","callSecuredStatus","origConversationId","origMediaCap_Bandwidth","destMediaCap_Bandwidth","authorizationCodeValue","outpulsedCallingPartyNumber","outpulsedCalledPartyNumber","origIpv4v6Addr","destIpv4v6Addr","origVideoCap_Codec_Channel2","origVideoCap_Bandwidth_Channel2","origVideoCap_Resolution_Channel2","origVideoTransportAddress_IP_Channel2","origVideoTransportAddress_Port_Channel2","origVideoChannel_Role_Channel2","destVideoCap_Codec_Channel2","destVideoCap_Bandwidth_Channel2","destVideoCap_Resolution_Channel2","destVideoTransportAddress_IP_Channel2","destVideoTransportAddress_Port_Channel2","destVideoChannel_Role_Channel2","IncomingProtocolID","IncomingProtocolCallRef","OutgoingProtocolID","OutgoingProtocolCallRef","currentRoutingReason","origRoutingReason","lastRedirectingRoutingReason","huntPilotPartition","huntPilotDN","calledPartyPatternUsage","IncomingICID","IncomingOrigIOI","IncomingTermIOI","OutgoingICID","OutgoingOrigIOI","OutgoingTermIOI","outpulsedOriginalCalledPartyNumber","outpulsedLastRedirectingNumber","wasCallQueued","totalWaitTimeInQueue","callingPartyNumber_uri","originalCalledPartyNumber_uri","finalCalledPartyNumber_uri","lastRedirectDn_uri"
INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,VARCHAR(50),VARCHAR(128),INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,VARCHAR(64),VARCHAR(64),INTEGER,INTEGER,INTEGER,INTEGER,VARCHAR(50),VARCHAR(50),VARCHAR(128),INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,VARCHAR(64),VARCHAR(64),INTEGER,INTEGER,VARCHAR(50),UNIQUEIDENTIFIER,VARCHAR(50),VARCHAR(50),VARCHAR(50),VARCHAR(50),INTEGER,VARCHAR(129),VARCHAR(129),INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,VARCHAR(50),INTEGER,VARCHAR(2048),VARCHAR(50),INTEGER,VARCHAR(32),INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,VARCHAR(32),VARCHAR(50),VARCHAR(50),VARCHAR(64),VARCHAR(64),INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,VARCHAR(32),INTEGER,VARCHAR(32),INTEGER,INTEGER,INTEGER,VARCHAR(50),VARCHAR(50),INTEGER,VARCHAR(50),VARCHAR(50),VARCHAR(50),VARCHAR(50),VARCHAR(50),VARCHAR(50),VARCHAR(50),VARCHAR(50),INTEGER,INTEGER,VARCHAR(255),VARCHAR(255),VARCHAR(255),VARCHAR(255)
1,1,1955040,26686965,1546322230,1,0,-555356150,"2517","ELIAS",0,0,4,-555356150,31438,4,20,0,0,0,0,0,0,"0","0",26686966,1,0,1961160714,"2513","2513","",0,16,4,1961160714,24450,4,20,0,0,0,0,0,0,"0","0",1546322238,1546322255,"2513","26bd45d7-6600-46ea-9ea1-9cb1eda99e59","Internal_PT","Internal_PT","Internal_PT","Internal_PT",17,"SEP204C9ED635E7","SEP689CE2E691C2",0,12,0,0,0,0,0,"StandAloneCluster",0,"","",0,"",3,3,0,0,64,64,"","","","10.240.229.222","10.240.228.116",0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0,0,0,"","",2,"","","","","","","","",0,0,"","","",""
1,1,1955041,26686967,1546322257,1,0,-555356150,"2517","ELIAS",0,0,4,-555356150,17622,4,20,0,0,0,0,0,0,"0","0",26686968,1,0,-656084982,"2519","2519","NATFJI",0,16,4,-656084982,21892,4,20,0,0,0,0,0,0,"0","0",1546322263,1546322290,"2519","44a4137c-c680-41b6-995d-87fe2cce3c9a","Internal_PT","Internal_PT","Internal_PT","Internal_PT",27,"SEP204C9ED635E7","SEP689CE2E7146F",0,12,0,0,0,0,0,"StandAloneCluster",0,"","",0,"",3,3,0,0,64,64,"","","","10.240.229.222","10.240.228.216",0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0,0,0,"","",2,"","","","","","","","",0,0,"","","",""
1,1,1955042,26686969,1546322313,1,0,-656084982,"2519","NATFJI",0,0,4,-656084982,27462,4,20,0,0,0,0,0,0,"0","0",26686970,1,0,-555356150,"2517","2517","ELIAS",0,16,4,-555356150,23200,4,20,0,0,0,0,0,0,"0","0",1546322319,1546322327,"2517","c8af5758-70cd-4afa-92b7-16e2055024f8","Internal_PT","Internal_PT","Internal_PT","Internal_PT",8,"SEP689CE2E7146F","SEP204C9ED635E7",0,12,0,0,0,0,0,"StandAloneCluster",0,"","",0,"",3,3,0,0,64,64,"","","","10.240.228.216","10.240.229.222",0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0,0,0,"","",2,"","","","","","","","",0,0,"","","",""
1,1,1955043,26686971,1546322328,1,0,1642393610,"2518","",0,0,4,1642393610,26390,4,20,0,0,0,0,0,0,"0","0",26686972,1,0,-656084982,"2519","2519","NATFJI",0,16,4,-656084982,28866,4,20,0,0,0,0,0,0,"0","0",1546322333,1546322348,"2519","156e4507-48a7-444b-ae84-916b2d0438e2","Internal_PT","Internal_PT","Internal_PT","Internal_PT",15,"SEP204C9ED63A4E","SEP689CE2E7146F",0,12,0,0,0,0,0,"StandAloneCluster",0,"","",0,"",3,3,0,0,64,64,"","","","10.240.228.97","10.240.228.216",0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0,0,0,"","",2,"","","","","","","","",0,0,"","","",""
1,1,1955044,26686973,1546323352,1,0,1961160714,"2513","",0,16,4,1961160714,21430,4,20,0,0,0,0,0,0,"0","0",26686974,1,0,1642393610,"2518","2518","",0,0,4,1642393610,30222,4,20,0,0,0,0,0,0,"0","0",1546323354,1546323378,"2518","29cef9b8-5ffb-4623-a053-beb814e7c361","Internal_PT","Internal_PT","Internal_PT","Internal_PT",24,"SEP689CE2E691C2","SEP204C9ED63A4E",12,0,0,0,0,0,0,"StandAloneCluster",0,"","",0,"",3,3,0,0,64,64,"","","","10.240.228.116","10.240.228.97",0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0,0,0,"","",2,"","","","","","","","",0,0,"","","",""
1,1,1955045,26686975,1546323378,1,0,1961160714,"2513","",0,16,4,1961160714,24250,4,20,0,0,0,0,0,0,"0","0",26686976,1,0,-656084982,"2519","2519","NATFJI",0,0,4,-656084982,19138,4,20,0,0,0,0,0,0,"0","0",1546323383,1546323392,"2519","cebc5d3a-4561-4b2b-a32b-67cd8caaea40","Internal_PT","Internal_PT","Internal_PT","Internal_PT",9,"SEP689CE2E691C2","SEP689CE2E7146F",12,0,0,0,0,0,0,"StandAloneCluster",0,"","",0,"",3,3,0,0,64,64,"","","","10.240.228.116","10.240.228.216",0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0,0,0,"","",2,"","","","","","","","",0,0,"","","",""
1,1,1955046,26686977,1546324125,1,1,34217900,"0118880386","",0,1,4,0,0,0,0,0,0,0,0,0,0,"0","0",26686978,0,0,0,"2327","2327","",0,0,4,0,0,0,0,0,0,0,0,0,0,"0","0",0,1546324125,"2327","9e707330-d030-4357-80bf-6fc9bc47fe57","","","","",0,"S0/SU0/DS1-1@SYRDAVGW001.syrda.unhcr.local","",13,0,0,0,0,0,0,"StandAloneCluster",0,"","",0,"",1,0,0,0,0,0,"","","","172.31.10.2","",0,0,0,0,0,0,0,0,0,0,0,0,4,"5C5D-0118880386-21812327",0,"",0,0,0,"","",2,"","","","","","","","",0,0,"","","",""
1,1,1955049,26686983,1546324804,1,0,-706416630,"2174","ZAZAN",0,16,4,-706416630,22186,4,20,0,0,0,0,0,0,"0","0",26686984,1,0,-555356150,"2517","2517","ELIAS",0,0,4,-555356150,26378,4,20,0,0,0,0,0,0,"0","0",1546324809,1546324876,"2517","6f3e47c5-8c3e-4efb-84d6-43aa0539b052","Internal_PT","Internal_PT","Internal_PT","Internal_PT",67,"SEP689CE2E7D575","SEP204C9ED635E7",12,0,0,0,0,0,0,"StandAloneCluster",0,"","",0,"",3,3,0,0,64,64,"","","","10.240.228.213","10.240.229.222",0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0,0,0,"","",2,"","","","","","","","",0,0,"","","",""
1,1,1955052,26686989,1546324915,1,0,-555356150,"2517","ELIAS",0,0,4,-555356150,21486,4,20,0,0,0,0,0,0,"0","0",26686990,1,0,-706416630,"2174","2174","ZAZAN",0,16,4,-706416630,17300,4,20,0,0,0,0,0,0,"0","0",1546324924,1546324966,"2174","10cf6d6a-a064-45d6-848b-a52e14a13585","Internal_PT","Internal_PT","Internal_PT","Internal_PT",42,"SEP204C9ED635E7","SEP689CE2E7D575",0,12,0,0,0,0,0,"StandAloneCluster",0,"","",0,"",3,3,0,0,64,64,"","","","10.240.229.222","10.240.228.213",0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0,0,0,"","",2,"","","","","","","","",0,0,"","","",""
