"cdrRecordType","globalCallID_callManagerId","globalCallID_callId","origLegCallIdentifier","dateTimeOrigination","origNodeId","origSpan","origIpAddr","callingPartyNumber","callingPartyUnicodeLoginUserID","origCause_location","origCause_value","origPrecedenceLevel","origMediaTransportAddress_IP","origMediaTransportAddress_Port","origMediaCap_payloadCapability","origMediaCap_maxFramesPerPacket","origMediaCap_g723BitRate","origVideoCap_Codec","origVideoCap_Bandwidth","origVideoCap_Resolution","origVideoTransportAddress_IP","origVideoTransportAddress_Port","origRSVPAudioStat","origRSVPVideoStat","destLegIdentifier","destNodeId","destSpan","destIpAddr","originalCalledPartyNumber","finalCalledPartyNumber","finalCalledPartyUnicodeLoginUserID","destCause_location","destCause_value","destPrecedenceLevel","destMediaTransportAddress_IP","destMediaTransportAddress_Port","destMediaCap_payloadCapability","destMediaCap_maxFramesPerPacket","destMediaCap_g723BitRate","destVideoCap_Codec","destVideoCap_Bandwidth","destVideoCap_Resolution","destVideoTransportAddress_IP","destVideoTransportAddress_Port","destRSVPAudioStat","destRSVPVideoStat","dateTimeConnect","dateTimeDisconnect","lastRedirectDn","pkid","originalCalledPartyNumberPartition","callingPartyNumberPartition","finalCalledPartyNumberPartition","lastRedirectDnPartition","duration","origDeviceName","destDeviceName","origCallTerminationOnBehalfOf","destCallTerminationOnBehalfOf","origCalledPartyRedirectOnBehalfOf","lastRedirectRedirectOnBehalfOf","origCalledPartyRedirectReason","lastRedirectRedirectReason","destConversationId","globalCallId_ClusterID","joinOnBehalfOf","comment","authCodeDescription","authorizationLevel","clientMatterCode","origDTMFMethod","destDTMFMethod","callSecuredStatus","origConversationId","origMediaCap_Bandwidth","destMediaCap_Bandwidth","authorizationCodeValue","outpulsedCallingPartyNumber","outpulsedCalledPartyNumber","origIpv4v6Addr","destIpv4v6Addr","origVideoCap_Codec_Channel2","origVideoCap_Bandwidth_Channel2","origVideoCap_Resolution_Channel2","origVideoTransportAddress_IP_Channel2","origVideoTransportAddress_Port_Channel2","origVideoChannel_Role_Channel2","destVideoCap_Codec_Channel2","destVideoCap_Bandwidth_Channel2","destVideoCap_Resolution_Channel2","destVideoTransportAddress_IP_Channel2","destVideoTransportAddress_Port_Channel2","destVideoChannel_Role_Channel2","IncomingProtocolID","IncomingProtocolCallRef","OutgoingProtocolID","OutgoingProtocolCallRef","currentRoutingReason","origRoutingReason","lastRedirectingRoutingReason","huntPilotPartition","huntPilotDN","calledPartyPatternUsage","IncomingICID","IncomingOrigIOI","IncomingTermIOI","OutgoingICID","OutgoingOrigIOI","OutgoingTermIOI","outpulsedOriginalCalledPartyNumber","outpulsedLastRedirectingNumber","wasCallQueued","totalWaitTimeInQueue","callingPartyNumber_uri","originalCalledPartyNumber_uri","finalCalledPartyNumber_uri","lastRedirectDn_uri"
INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,VARCHAR(50),VARCHAR(128),INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,VARCHAR(64),VARCHAR(64),INTEGER,INTEGER,INTEGER,INTEGER,VARCHAR(50),VARCHAR(50),VARCHAR(128),INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,VARCHAR(64),VARCHAR(64),INTEGER,INTEGER,VARCHAR(50),UNIQUEIDENTIFIER,VARCHAR(50),VARCHAR(50),VARCHAR(50),VARCHAR(50),INTEGER,VARCHAR(129),VARCHAR(129),INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,VARCHAR(50),INTEGER,VARCHAR(2048),VARCHAR(50),INTEGER,VARCHAR(32),INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,VARCHAR(32),VARCHAR(50),VARCHAR(50),VARCHAR(64),VARCHAR(64),INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,VARCHAR(32),INTEGER,VARCHAR(32),INTEGER,INTEGER,INTEGER,VARCHAR(50),VARCHAR(50),INTEGER,VARCHAR(50),VARCHAR(50),VARCHAR(50),VARCHAR(50),VARCHAR(50),VARCHAR(50),VARCHAR(50),VARCHAR(50),INTEGER,INTEGER,VARCHAR(255),VARCHAR(255),VARCHAR(255),VARCHAR(255)
1,1,1955226,26687392,1546411936,1,0,1860497418,"2611","ALLOUSHD",0,1,4,0,0,0,0,0,0,0,0,0,0,"0","0",26687393,0,0,0,"#","#","",0,0,4,0,0,0,0,0,0,0,0,0,0,"0","0",0,1546411936,"#","5bdd1bbd-5217-4a19-9a96-4680d5c5009a","","Internal_PT","","",0,"SEP204C9ED6355D","",13,0,0,0,0,0,0,"StandAloneCluster",0,"","",0,"",3,0,0,0,0,0,"","","","10.240.228.110","",0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0,0,0,"","",2,"","","","","","","","",0,0,"","","",""
1,1,1955229,26687399,1546411971,1,0,-555356150,"2517","ELIAS",0,0,4,-555356150,26446,4,20,0,0,0,0,0,0,"0","0",26687400,1,0,1776676874,"2514","2514","",0,16,4,1776676874,21612,4,20,0,0,0,0,0,0,"0","0",1546411976,1546412022,"2514","422526a4-a3f5-47f8-8256-536a1408ec66","Internal_PT","Internal_PT","Internal_PT","Internal_PT",46,"SEP204C9ED635E7","SEP204C9ED6700C",0,12,0,0,0,0,0,"StandAloneCluster",0,"","",0,"",3,3,0,0,64,64,"","","","10.240.229.222","10.240.229.105",0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0,0,0,"","",2,"","","","","","","","",0,0,"","","",""
1,1,1955234,26687409,1546412181,1,0,-706416630,"2174","ZAZAN",0,16,4,-706416630,26546,4,20,0,0,0,0,0,0,"0","0",26687410,1,31,34217900,"2743129","2743129","",0,0,4,34217900,16972,4,20,0,0,0,0,0,0,"0","0",1546412187,1546412223,"2743129","83c7d31f-2b00-40ca-bb07-0d7778738634","LandLine_PT","Internal_PT","LandLine_PT","LandLine_PT",36,"SEP689CE2E7D575","S0/SU0/DS1-1@SYRDAVGW001.syrda.unhcr.local",12,0,0,0,0,0,0,"StandAloneCluster",0,"","Nour Zaza",3,"",3,1,0,0,64,64,"","","","10.240.228.213","172.31.10.2",0,0,0,0,0,0,0,0,0,0,0,0,0,"",4,"0001-2174-2743129",0,0,0,"","",5,"","","","","","","","",0,0,"","","",""
1,1,1955235,26687411,1546412215,1,0,2112155658,"2904","",0,0,4,2112155658,16920,4,20,0,0,0,0,0,0,"0","0",26687412,1,0,-555356150,"2517","2517","ELIAS",0,16,4,-555356150,17894,4,20,0,0,0,0,0,0,"0","0",1546412218,1546412235,"2517","c5472bf4-7e02-41b5-b0ff-5d86a0b31d91","Internal_PT","Internal_PT","Internal_PT","Internal_PT",17,"SEPC4729551A318","SEP204C9ED635E7",0,12,0,0,0,0,0,"StandAloneCluster",0,"","",0,"",3,3,0,0,64,64,"","","","10.240.228.125","10.240.229.222",0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0,0,0,"","",2,"","","","","","","","",0,0,"","","",""
1,1,1955239,26687419,1546412384,1,0,1776676874,"2514","",0,16,4,1776676874,30092,4,20,0,0,0,0,0,0,"0","0",26687420,1,0,-555356150,"2517","2517","ELIAS",0,0,4,-555356150,18548,4,20,0,0,0,0,0,0,"0","0",1546412388,1546412402,"2517","785b3d4d-122f-4284-b55f-723e56e480eb","Internal_PT","Internal_PT","Internal_PT","Internal_PT",14,"SEP204C9ED6700C","SEP204C9ED635E7",12,0,0,0,0,0,0,"StandAloneCluster",0,"","",0,"",3,3,0,0,64,64,"","","","10.240.229.105","10.240.229.222",0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0,0,0,"","",2,"","","","","","","","",0,0,"","","",""
1,1,1955240,26687421,1546412564,1,26687421,18805258,"52803","",0,16,4,18805258,27180,2,20,0,0,0,0,0,0,"0","0",26687422,1,0,1810231306,"2231","2231","",0,0,4,1810231306,26736,4,20,0,0,0,0,0,0,"0","0",1546412566,1546412582,"2231","687c55ed-3e79-4580-a24a-a22003f66f72","Internal_PT","","Internal_PT","Internal_PT",16,"10.242.30.1","SEP689CE2E6E490",12,0,0,0,0,0,0,"StandAloneCluster",0,"","",0,"",1,3,0,0,64,64,"","","","10.242.30.1","10.240.229.107",0,0,0,0,0,0,0,0,0,0,0,0,2,"76A233620D9311E9A7DAE15FE78D23A4",0,"",0,0,0,"","",2,"","","","","","","","",0,0,"","","",""
1,1,1955242,26687426,1546412628,1,0,-1159401462,"2461","HEIDER",0,0,4,-1159401462,24120,4,20,0,0,0,0,0,0,"0","0",26687427,1,0,-1327173622,"2459","2459","MASRYARA",0,16,4,-1327173622,17698,4,20,0,0,0,0,0,0,"0","0",1546412630,1546412653,"2459","e8e6dad5-ecda-440e-98c8-6fdddd9c758f","Internal_PT","Internal_PT","Internal_PT","Internal_PT",23,"SEP204C9ED635BA","SEP204C9ED63A1B",0,12,0,0,0,0,0,"StandAloneCluster",0,"","",0,"",3,3,0,0,64,64,"","","","10.240.228.186","10.240.228.176",0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0,0,0,"","",2,"","","","","","","","",0,0,"","","",""
1,1,1955243,26687428,1546412632,1,0,1088811018,"2152","ALJOUDEH",0,0,4,1088811018,19668,4,20,0,0,0,0,0,0,"0","0",26687429,1,0,-471535606,"2900","2900","ALSABBAM",0,16,4,-471535606,28162,4,20,0,0,0,0,0,0,"0","0",1546412639,1546412662,"2900","b626ab8d-6402-497a-961e-777edab7988b","Internal_PT","Internal_PT","Internal_PT","Internal_PT",23,"SEP689CE2E71503","SEP204C9ED63DD3",0,12,0,0,0,0,0,"StandAloneCluster",0,"","",0,"",3,3,0,0,64,64,"","","","10.240.229.64","10.240.228.227",0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0,0,0,"","",2,"","","","","","","","",0,0,"","","",""
1,1,1955244,26687430,1546412654,1,0,-1159401462,"2461","HEIDER",0,1,4,0,0,0,0,0,0,0,0,0,0,"0","0",26687431,0,0,0,"","","",0,0,4,0,0,0,0,0,0,0,0,0,0,"0","0",0,1546412669,"","1325ee08-aec5-4651-91c6-5884e0dd4094","","Internal_PT","","",0,"SEP204C9ED635BA","",13,0,0,0,0,0,0,"StandAloneCluster",0,"","",0,"",3,0,0,0,0,0,"","","","10.240.228.186","",0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0,0,0,"","",2,"","","","","","","","",0,0,"","","",""
